full_text,filtered,cleaned,tokenize,normalisasi,sentiment_label,sentiment_score
@qwonidin Sebenernya itu tergantung cara didik orang tua masing² aja sih gua punya adek saat awal masuk nya ni kurikulum merdeka dia juga pusing sama PR nya dan berakhir gua bantu. Tapi tidak dengan membantu sepenuhnya alias gua bantu bimbing aja kalo mentok baru gua bantu sedikit.,sebenernya itu tergantung cara didik orang tua masing aja sih gua punya adek saat awal masuk nya ni kurikulum merdeka dia juga pusing sama pr nya dan berakhir gua bantu tapi tidak dengan membantu sepenuhnya alias gua bantu bimbing aja kalo mentok baru gua bantu sedikit,sebenernya itu gantung cara didik orang tua masing sih gua punya adek saat awal masuk ni kurikulum merdeka dia pusing sama pr dan akhir gua bantu tapi tidak dengan bantu sepenuh gua bantu bimbing kalo mentok baru gua bantu sedikit,"['sebenernya', 'itu', 'gantung', 'cara', 'didik', 'orang', 'tua', 'masing', 'sih', 'gua', 'punya', 'adek', 'saat', 'awal', 'masuk', 'ni', 'kurikulum', 'merdeka', 'dia', 'pusing', 'sama', 'pr', 'dan', 'akhir', 'gua', 'bantu', 'tapi', 'tidak', 'dengan', 'bantu', 'sepenuh', 'gua', 'bantu', 'bimbing', 'kalo', 'mentok', 'baru', 'gua', 'bantu', 'sedikit']",sebenernya itu gantung cara didik orang tua masing sih aku punya adik saat awal masuk ini kurikulum merdeka dia pusing sama tugas dan akhir aku bantu tapi tidak dengan bantu sepenuh aku bantu bimbing kalau mentok baru aku bantu sedikit,negative,0.973595380783081
@earthyunjae kurikulum merdeka njir wkwk p5 tuh profil pelajar pancasila ,kurikulum merdeka njir wkwk p tuh profil pelajar pancasila,kurikulum merdeka njir p profil ajar pancasila,"['kurikulum', 'merdeka', 'njir', 'p', 'profil', 'ajar', 'pancasila']",kurikulum merdeka anjing p profil ajar pancasila,neutral,0.9989466071128845
@kegblgnunfaedh Kurikulum merdeka ya ges,kurikulum merdeka ya ges,kurikulum merdeka ges,"['kurikulum', 'merdeka', 'ges']",kurikulum merdeka teman,neutral,0.8919463157653809
@kipyiksamgong @kegblgnunfaedh Mungkin tujuan kurikulum merdeka ini biar yg pinter jd orang yg ga mau belajar dan gitu2 terus mudah dibego2in d masa depan. Klo d film ky konspiransi mengendalikan dunia,mungkin tujuan kurikulum merdeka ini biar yg pinter jd orang yg ga mau belajar dan gitu terus mudah dibego in d masa depan klo d film ky konspiransi mengendalikan dunia,mungkin tuju kurikulum merdeka biar pinter jd orang ga ajar gitu mudah bego in masa depan klo film ky konspiransi kendali dunia,"['mungkin', 'tuju', 'kurikulum', 'merdeka', 'biar', 'pinter', 'jd', 'orang', 'ga', 'ajar', 'gitu', 'mudah', 'bego', 'in', 'masa', 'depan', 'klo', 'film', 'ky', 'konspiransi', 'kendali', 'dunia']",mungkin tuju kurikulum merdeka biar pintar jadi orang tidak ajar gitu mudah bodoh di masa depan kalau film seperti konspiransi kendali dunia,negative,0.999442994594574
@glrhn Peran ortu emg penting Tp krn kurikulum merdeka trus jg aturan tidak boleh tinggal kelas dan di hapusnya sistem ranking kelas. Itu membuat para siswa tidak ada kompetisi dlm hidup mereka. Hasilnya ya seperti sekarang ini. Peran keluarga sekolah pemerintah ada semua,peran ortu emg penting tp krn kurikulum merdeka trus jg aturan tidak boleh tinggal kelas dan di hapusnya sistem ranking kelas itu membuat para siswa tidak ada kompetisi dlm hidup mereka hasilnya ya seperti sekarang ini peran keluarga sekolah pemerintah ada semua,peran ortu penting krn kurikulum merdeka trus jg atur tidak boleh tinggal kelas di hapus sistem ranking kelas itu buat para siswa tidak ada kompetisi dlm hidup mereka hasil seperti sekarang peran keluarga sekolah perintah ada semua,"['peran', 'ortu', 'penting', 'krn', 'kurikulum', 'merdeka', 'trus', 'jg', 'atur', 'tidak', 'boleh', 'tinggal', 'kelas', 'di', 'hapus', 'sistem', 'ranking', 'kelas', 'itu', 'buat', 'para', 'siswa', 'tidak', 'ada', 'kompetisi', 'dlm', 'hidup', 'mereka', 'hasil', 'seperti', 'sekarang', 'peran', 'keluarga', 'sekolah', 'perintah', 'ada', 'semua']",peran orang tua penting karena kurikulum merdeka terus juga atur tidak boleh tinggal kelas di hapus sistem ranking kelas itu buat para siswa tidak ada kompetisi dalam hidup mereka hasil seperti sekarang peran keluarga sekolah perintah ada semua,negative,0.9303542375564575
@racungantengg @UmarSyadatHsb__ Wkwkwkwkwkwkk . Memang td macam tau kali tentang uu . Mbersihin WC jemur dilapangan ? Elo kira bisa dilakukan juga . Pala lu yg kosong coba kau cari tau tentang kurikulum merdeka dulu tolol . Org tau lebay macam kau juga bakal protes anakmu di jemur di lapangan .,wkwkwkwkwkwkk memang td macam tau kali tentang uu mbersihin wc jemur dilapangan elo kira bisa dilakukan juga pala lu yg kosong coba kau cari tau tentang kurikulum merdeka dulu tolol org tau lebay macam kau juga bakal protes anakmu di jemur di lapangan,wkwkwkwkwkwkk td macam tau kali tentang uu mbersihin wc jemur lapang elo kira bisa laku pala lu kosong coba cari tau tentang kurikulum merdeka dulu tolol tau lebay macam juga bakal protes anak jemur lapang,"['wkwkwkwkwkwkk', 'td', 'macam', 'tau', 'kali', 'tentang', 'uu', 'mbersihin', 'wc', 'jemur', 'lapang', 'elo', 'kira', 'bisa', 'laku', 'pala', 'lu', 'kosong', 'coba', 'cari', 'tau', 'tentang', 'kurikulum', 'merdeka', 'dulu', 'tolol', 'tau', 'lebay', 'macam', 'juga', 'bakal', 'protes', 'anak', 'jemur', 'lapang']",wkwkwkwkwkwkk tadi macam tau kali tentang uu mbersihin wc jemur lapang elo kira bisa laku kepala lu kosong coba cari tau tentang kurikulum merdeka dulu bodoh tau lebay macam juga akan protes anak jemur lapang,negative,0.9991249442100525
Bu mohon maaf kykny kapasitas anda lebih ke kritisi Pendidikan aj deh terutama Kurikulum Merdeka sm lain ny,bu mohon maaf kykny kapasitas anda lebih ke kritisi pendidikan aj deh terutama kurikulum merdeka sm lain ny,bu mohon maaf kykny kapasitas anda lebih kritisi didik aj utama kurikulum merdeka lain,"['bu', 'mohon', 'maaf', 'kykny', 'kapasitas', 'anda', 'lebih', 'kritisi', 'didik', 'aj', 'utama', 'kurikulum', 'merdeka', 'lain']",ibu mohon maaf kykny kapasitas kamu lebih kritisi didik saja utama kurikulum merdeka lain,negative,0.9863258004188538
@lvrlsrxl0vsng semangat ya buat kurikulum merdeka ,semangat ya buat kurikulum merdeka,semangat buat kurikulum merdeka,"['semangat', 'buat', 'kurikulum', 'merdeka']",semangat buat kurikulum merdeka,positive,0.9972188472747803
@Heraloebss Akibat kurikulum merdeka Dan rendahnya minat baca + literasi.... Khas warga 78,akibat kurikulum merdeka dan rendahnya minat baca literasi khas warga,akibat kurikulum merdeka rendah minat baca literasi khas warga,"['akibat', 'kurikulum', 'merdeka', 'rendah', 'minat', 'baca', 'literasi', 'khas', 'warga']",akibat kurikulum merdeka rendah minat baca literasi khas warga,negative,0.9956669807434082
@kegblgnunfaedh Hasil Kurikulum MERDEKA ala Nadiem..murid bner MERDEKA bebas gk belajar jg ttep naik KLAS.bro !!‍️️🇮🇩 https://t.co/tXyl5DQ6f2,hasil kurikulum merdeka ala nadiem murid bner merdeka bebas gk belajar jg ttep naik klas bro,hasil kurikulum merdeka ala nadiem murid bner merdeka bebas gk ajar jg ttep naik klas bro,"['hasil', 'kurikulum', 'merdeka', 'ala', 'nadiem', 'murid', 'bner', 'merdeka', 'bebas', 'gk', 'ajar', 'jg', 'ttep', 'naik', 'klas', 'bro']",hasil kurikulum merdeka ala nadiem siswa bner merdeka bebas tidak ajar juga tetap naik klas bro,negative,0.9910677075386047
@entitasalomani NAHHH TAPI kurikulum merdeka itu lebih percaya kalau anak anak bisa paham dari pembiasaan dan praktek bukan ngehapal jadi konsepnya ya kurleb dari anggepan kalau menghapal itu ngga efisien. padahal itukan juga tergantung kompetensi yang dipelajari lagi duh https://t.co/ypRdhWL9OR,nahhh tapi kurikulum merdeka itu lebih percaya kalau anak anak bisa paham dari pembiasaan dan praktek bukan ngehapal jadi konsepnya ya kurleb dari anggepan kalau menghapal itu ngga efisien padahal itukan juga tergantung kompetensi yang dipelajari lagi duh,nahhh tapi kurikulum merdeka itu lebih percaya kalau anak anak bisa paham biasa praktek bukan ngehapal jadi konsep kurleb anggepan kalau menghapal itu ngga efisien padahal itu gantung kompetensi ajar duh,"['nahhh', 'tapi', 'kurikulum', 'merdeka', 'itu', 'lebih', 'percaya', 'kalau', 'anak', 'anak', 'bisa', 'paham', 'biasa', 'praktek', 'bukan', 'ngehapal', 'jadi', 'konsep', 'kurleb', 'anggepan', 'kalau', 'menghapal', 'itu', 'ngga', 'efisien', 'padahal', 'itu', 'gantung', 'kompetensi', 'ajar', 'duh']",nahhh tapi kurikulum merdeka itu lebih percaya kalau anak anak bisa paham biasa praktik bukan ngehapal jadi konsep kurleb anggepan kalau menghapal itu tidak efisien padahal itu gantung kompetensi ajar aduh,negative,0.9980145692825317
@tanyarlfes ditambah kurikulum mereka ada yg menggunakan kurikulum internasional yang dimana jauh lebih tertata dan rapi dibanding kurikulum merdeka belajar kelima relasi sekolah swasta juga lebih banyak untuk perlombaan beasiswa pertukaran pelajar baik nasional maupun internasional-,ditambah kurikulum mereka ada yg menggunakan kurikulum internasional yang dimana jauh lebih tertata dan rapi dibanding kurikulum merdeka belajar kelima relasi sekolah swasta juga lebih banyak untuk perlombaan beasiswa pertukaran pelajar baik nasional maupun internasional,tambah kurikulum mereka ada guna kurikulum internasional mana jauh lebih tata rapi banding kurikulum merdeka ajar lima relasi sekolah swasta lebih banyak untuk lomba beasiswa tukar ajar baik nasional maupun internasional,"['tambah', 'kurikulum', 'mereka', 'ada', 'guna', 'kurikulum', 'internasional', 'mana', 'jauh', 'lebih', 'tata', 'rapi', 'banding', 'kurikulum', 'merdeka', 'ajar', 'lima', 'relasi', 'sekolah', 'swasta', 'lebih', 'banyak', 'untuk', 'lomba', 'beasiswa', 'tukar', 'ajar', 'baik', 'nasional', 'maupun', 'internasional']",tambah kurikulum mereka ada guna kurikulum internasional mana jauh lebih tata rapi banding kurikulum merdeka ajar lima relasi sekolah swasta lebih banyak untuk lomba beasiswa tukar ajar baik nasional maupun internasional,neutral,0.5486828088760376
@03__nakula Kl sy jd guru biarin bodoh diajarin pinter ngak mau. Namanya jg kurikulum merdeka hasil peninggalan si mantan owner ojol ,kl sy jd guru biarin bodoh diajarin pinter ngak mau namanya jg kurikulum merdeka hasil peninggalan si mantan owner ojol,sy jd guru biarin bodoh diajarin pinter ngak nama jg kurikulum merdeka hasil tinggal mantan owner ojol,"['sy', 'jd', 'guru', 'biarin', 'bodoh', 'diajarin', 'pinter', 'ngak', 'nama', 'jg', 'kurikulum', 'merdeka', 'hasil', 'tinggal', 'mantan', 'owner', 'ojol']",aku jadi guru biarin bodoh diajarin pintar tidak nama juga kurikulum merdeka hasil tinggal mantan owner ojol,negative,0.9991089701652527
@kegblgnunfaedh Ternyata kurikulum merdeka gak selalu jelek..tergantung siswanya..ini contohnya!,ternyata kurikulum merdeka gak selalu jelek tergantung siswanya ini contohnya,nyata kurikulum merdeka gak selalu jelek gantung siswa contoh,"['nyata', 'kurikulum', 'merdeka', 'gak', 'selalu', 'jelek', 'gantung', 'siswa', 'contoh']",nyata kurikulum merdeka tidak selalu jelek gantung siswa contoh,positive,0.6250420212745667
Hahahaha ternyata beda tipis ketikannya blinks dan army kalau hate speech yah? Lol malasku deh berantem sama bocil korban kurikulum merdeka yang nda hapal perkalian 12.,hahahaha ternyata beda tipis ketikannya blinks dan army kalau hate speech yah lol malasku deh berantem sama bocil korban kurikulum merdeka yang nda hapal perkalian,nyata beda tipis keti blinks army kalau hate speech lol malas antem sama bocil korban kurikulum merdeka nda hapal kali,"['nyata', 'beda', 'tipis', 'keti', 'blinks', 'army', 'kalau', 'hate', 'speech', 'lol', 'malas', 'antem', 'sama', 'bocil', 'korban', 'kurikulum', 'merdeka', 'nda', 'hapal', 'kali']",nyata beda tipis keti blinks army kalau benci speech tertawa malas antem sama bocil korban kurikulum merdeka nda hapal kali,negative,0.9990537762641907
@widywenny @glrhn Iya kak isu produktivitas pekerja Indonesia udh sering diangkat isu nya di X di koran. Walau saya bukan termasuk diantaranya. Tp ini bener2 sistemik ya. Skrg kurikulum merdeka membuat ortu terlibat dlm pendidikan anak. Tp ortu sendiri tidak aman dgn pekerjaannya. Trus gmn,iya kak isu produktivitas pekerja indonesia udh sering diangkat isu nya di x di koran walau saya bukan termasuk diantaranya tp ini bener sistemik ya skrg kurikulum merdeka membuat ortu terlibat dlm pendidikan anak tp ortu sendiri tidak aman dgn pekerjaannya trus gmn,iya kak isu produktivitas kerja indonesia udh sering angkat isu di di koran walau saya bukan masuk antara ini bener sistemik skrg kurikulum merdeka buat ortu libat dlm didik anak ortu sendiri tidak aman kerja trus gmn,"['iya', 'kak', 'isu', 'produktivitas', 'kerja', 'indonesia', 'udh', 'sering', 'angkat', 'isu', 'di', 'di', 'koran', 'walau', 'saya', 'bukan', 'masuk', 'antara', 'ini', 'bener', 'sistemik', 'skrg', 'kurikulum', 'merdeka', 'buat', 'ortu', 'libat', 'dlm', 'didik', 'anak', 'ortu', 'sendiri', 'tidak', 'aman', 'kerja', 'trus', 'gmn']",iya kakak isu produktivitas kerja indonesia sudah sering angkat isu di di koran walau aku bukan masuk antara ini benar sistemik sekarang kurikulum merdeka buat orang tua libat dalam didik anak orang tua sendiri tidak aman kerja terus bagaimana,negative,0.9982606768608093
@tanyarlfes Korea kan mayoritas kafir pendukung zionis israhell,korea kan mayoritas kafir pendukung zionis israhell,korea mayoritas kafir dukung zionis israhell,"['korea', 'mayoritas', 'kafir', 'dukung', 'zionis', 'israhell']",korea mayoritas kafir dukung zionis israhell,negative,0.9993523955345154
@DatukPanduto_ @kegblgnunfaedh Kagak juga salah kurikulum merdeka ah. Tuh siswa kan kelas 12 SMK yg mana kurikulum merdeka baru jalan beberapa tahun terakhir dan un terakhir 2020. Jadi seharusnya mereka dapat un pas lulus SD. Memang nadim buruk tapi tdk sepenuhnya salah nadim karena ya kan masuk sd sblm nadim,kagak juga salah kurikulum merdeka ah tuh siswa kan kelas smk yg mana kurikulum merdeka baru jalan beberapa tahun terakhir dan un terakhir jadi seharusnya mereka dapat un pas lulus sd memang nadim buruk tapi tdk sepenuhnya salah nadim karena ya kan masuk sd sblm nadim,kagak salah kurikulum merdeka tuh siswa kelas smk mana kurikulum merdeka baru jalan beberapa tahun akhir un akhir jadi harus mereka dapat un lulus sd nadim buruk tapi tdk sepenuh salah nadim ya masuk sd sblm nadim,"['kagak', 'salah', 'kurikulum', 'merdeka', 'tuh', 'siswa', 'kelas', 'smk', 'mana', 'kurikulum', 'merdeka', 'baru', 'jalan', 'beberapa', 'tahun', 'akhir', 'un', 'akhir', 'jadi', 'harus', 'mereka', 'dapat', 'un', 'lulus', 'sd', 'nadim', 'buruk', 'tapi', 'tdk', 'sepenuh', 'salah', 'nadim', 'ya', 'masuk', 'sd', 'sblm', 'nadim']",kagak salah kurikulum merdeka itu siswa kelas smk mana kurikulum merdeka baru jalan beberapa tahun akhir un akhir jadi harus mereka dapat un lulus sd nadim buruk tapi tidak sepenuh salah nadim ya masuk sd sblm nadim,negative,0.9988101720809937
@sugamein @ikankoki28 @kegblgnunfaedh Justru sepenuhnya bukan salah kurikulum merdeka karena tuh kurikulum baru jalan beberapa tahun ini. Padahal tuh siswa SMK udh kelas 12 dimana waktu sd kurikulumnya masih kurtilas bahkan awal smp pun sepertinya masih kurtilas. Jadi ya kagak sepenuhnya salah kurikulum merdeka,justru sepenuhnya bukan salah kurikulum merdeka karena tuh kurikulum baru jalan beberapa tahun ini padahal tuh siswa smk udh kelas dimana waktu sd kurikulumnya masih kurtilas bahkan awal smp pun sepertinya masih kurtilas jadi ya kagak sepenuhnya salah kurikulum merdeka,justru sepenuh bukan salah kurikulum merdeka kurikulum baru jalan beberapa tahun padahal tuh siswa smk udh kelas mana sd kurikulum masih kurtilas bahkan awal smp seperti masih kurtilas jadi kagak sepenuh salah kurikulum merdeka,"['justru', 'sepenuh', 'bukan', 'salah', 'kurikulum', 'merdeka', 'kurikulum', 'baru', 'jalan', 'beberapa', 'tahun', 'padahal', 'tuh', 'siswa', 'smk', 'udh', 'kelas', 'mana', 'sd', 'kurikulum', 'masih', 'kurtilas', 'bahkan', 'awal', 'smp', 'seperti', 'masih', 'kurtilas', 'jadi', 'kagak', 'sepenuh', 'salah', 'kurikulum', 'merdeka']",justru sepenuh bukan salah kurikulum merdeka kurikulum baru jalan beberapa tahun padahal itu siswa smk sudah kelas mana sd kurikulum masih kurtilas bahkan awal smp seperti masih kurtilas jadi kagak sepenuh salah kurikulum merdeka,negative,0.9986029267311096
@kegblgnunfaedh Di gratisin kalo ttp pakai kurikulum merdeka ya percuma. Kasihan muridnya.,di gratisin kalo ttp pakai kurikulum merdeka ya percuma kasihan muridnya,gratisin kalo ttp pakai kurikulum merdeka percuma kasihan murid,"['gratisin', 'kalo', 'ttp', 'pakai', 'kurikulum', 'merdeka', 'percuma', 'kasihan', 'murid']",gratisin kalau tetap pakai kurikulum merdeka percuma kasihan siswa,negative,0.9988617897033691
@kegblgnunfaedh Atas dasar psikologi anak dan kebebasan bereskpresi kurikulum merdeka menjadi pedang buat masa depan anak anak indonesia. Bodoh dan tidak taat aturan,atas dasar psikologi anak dan kebebasan bereskpresi kurikulum merdeka menjadi pedang buat masa depan anak anak indonesia bodoh dan tidak taat aturan,atas dasar psikologi anak bebas bereskpresi kurikulum merdeka jadi pedang masa depan anak anak indonesia bodoh tidak taat atur,"['atas', 'dasar', 'psikologi', 'anak', 'bebas', 'bereskpresi', 'kurikulum', 'merdeka', 'jadi', 'pedang', 'masa', 'depan', 'anak', 'anak', 'indonesia', 'bodoh', 'tidak', 'taat', 'atur']",atas dasar psikologi anak bebas bereskpresi kurikulum merdeka jadi pedang masa depan anak anak indonesia bodoh tidak taat atur,negative,0.9994459748268127
yang buat asesmen fisika kelas 11 halaman 87-88 kurikulum merdeka siapa sih? susah banget najis,yang buat asesmen fisika kelas halaman kurikulum merdeka siapa sih susah banget najis,buat asesmen fisika kelas halaman kurikulum merdeka siapa susah najis,"['buat', 'asesmen', 'fisika', 'kelas', 'halaman', 'kurikulum', 'merdeka', 'siapa', 'susah', 'najis']",buat asesmen fisika kelas halaman kurikulum merdeka siapa susah najis,neutral,0.99893718957901
@kegblgnunfaedh Kurikulum Merdeka yg membuat anak malas tambah malas..dan inj buktinya. Semoga menteri pendidikan yg baru bisa mengembalikan pendidikan dulu dr Kurikulum merdeka . Sedih melihat mrk bahagia dg ketidak pintarannya?,kurikulum merdeka yg membuat anak malas tambah malas dan inj buktinya semoga menteri pendidikan yg baru bisa mengembalikan pendidikan dulu dr kurikulum merdeka sedih melihat mrk bahagia dg ketidak pintarannya,kurikulum merdeka buat anak malas tambah malas inj bukti moga menteri didik baru bisa kembali didik dulu kurikulum merdeka sedih lihat mrk bahagia tidak pintar,"['kurikulum', 'merdeka', 'buat', 'anak', 'malas', 'tambah', 'malas', 'inj', 'bukti', 'moga', 'menteri', 'didik', 'baru', 'bisa', 'kembali', 'didik', 'dulu', 'kurikulum', 'merdeka', 'sedih', 'lihat', 'mrk', 'bahagia', 'tidak', 'pintar']",kurikulum merdeka buat anak malas tambah malas ini bukti moga menteri didik baru bisa kembali didik dulu kurikulum merdeka sedih lihat mrk bahagia tidak pintar,negative,0.999139666557312
@harrysofian Dibuat dari bawah kemudian ditimbun tanah sekelilingnya. Menggunakan prinsip fisika sederhana 'bidang miring',dibuat dari bawah kemudian ditimbun tanah sekelilingnya menggunakan prinsip fisika sederhana bidang miring,buat bawah kemudian timbun tanah keliling guna prinsip fisika sederhana bidang miring,"['buat', 'bawah', 'kemudian', 'timbun', 'tanah', 'keliling', 'guna', 'prinsip', 'fisika', 'sederhana', 'bidang', 'miring']",buat bawah kemudian timbun tanah keliling guna prinsip fisika sederhana bidang miring,neutral,0.9985191226005554
@kegblgnunfaedh Namanya juga Kurikulum merdeka nggak bisa baca naik kelas,namanya juga kurikulum merdeka nggak bisa baca naik kelas,nama kurikulum merdeka nggak bisa baca naik kelas,"['nama', 'kurikulum', 'merdeka', 'nggak', 'bisa', 'baca', 'naik', 'kelas']",nama kurikulum merdeka tidak bisa baca naik kelas,neutral,0.5851781368255615
Kurikulum negeri makin ancur.. Swasta bahkan kalau yg national kurikulum pun masih bener... kecuali binus ya.. kalau binus emang rada-rada.. udah ngikut terlalu merdeka...,kurikulum negeri makin ancur swasta bahkan kalau yg national kurikulum pun masih bener kecuali binus ya kalau binus emang rada rada udah ngikut terlalu merdeka,kurikulum negeri makin ancur swasta bahkan kalau national kurikulum masih bener kecuali bus kalau bus emang rada rada udah ngikut terlalu merdeka,"['kurikulum', 'negeri', 'makin', 'ancur', 'swasta', 'bahkan', 'kalau', 'national', 'kurikulum', 'masih', 'bener', 'kecuali', 'bus', 'kalau', 'bus', 'emang', 'rada', 'rada', 'udah', 'ngikut', 'terlalu', 'merdeka']",kurikulum negeri makin hancur swasta bahkan kalau national kurikulum masih benar kecuali bus kalau bus memang rada rada sudah ngikut terlalu merdeka,negative,0.9990459084510803
@americanoul @kegblgnunfaedh kok nyalahin kurikulum merdeka kurmer aja baru setaun mereka ngapain aja dulu sebelum kurmer,kok nyalahin kurikulum merdeka kurmer aja baru setaun mereka ngapain aja dulu sebelum kurmer,nyalahin kurikulum merdeka kurmer baru taun mereka ngapain dulu belum kurmer,"['nyalahin', 'kurikulum', 'merdeka', 'kurmer', 'baru', 'taun', 'mereka', 'ngapain', 'dulu', 'belum', 'kurmer']",nyalahin kurikulum merdeka kurmer baru tahun mereka apa dulu belum kurmer,negative,0.9871137142181396
@sugamein @ikankoki28 @kegblgnunfaedh Ya nama nya juga kurikulum merdeka merdeka buat siswa nya tp tidak dgn guru ,ya nama nya juga kurikulum merdeka merdeka buat siswa nya tp tidak dgn guru,nama juga kurikulum merdeka merdeka siswa tp tidak guru,"['nama', 'juga', 'kurikulum', 'merdeka', 'merdeka', 'siswa', 'tp', 'tidak', 'guru']",nama juga kurikulum merdeka merdeka siswa tapi tidak guru,negative,0.706961989402771
@racungantengg @AlbeeWajong @UmarSyadatHsb__ Jangankan dikeluarkan di kurikulum merdeka tinggal kelas aja gak diterapin,jangankan dikeluarkan di kurikulum merdeka tinggal kelas aja gak diterapin,jangan keluar kurikulum merdeka tinggal kelas gak diterapin,"['jangan', 'keluar', 'kurikulum', 'merdeka', 'tinggal', 'kelas', 'gak', 'diterapin']",jangan keluar kurikulum merdeka tinggal kelas tidak diterapin,negative,0.9906395673751831
@YurisAbrori @mockingmaester @gru_soe Berani? Nadiem bisa nya otak atik kurikulum bikin episode merdeka mengajar berjilid jilid bikin aplikasi PMM di wajibin lagi biar keliatan kepake yang ujung nya cuan cuan cuan cuan cuan,berani nadiem bisa nya otak atik kurikulum bikin episode merdeka mengajar berjilid jilid bikin aplikasi pmm di wajibin lagi biar keliatan kepake yang ujung nya cuan cuan cuan cuan cuan,berani nadiem bisa otak atik kurikulum episode merdeka ajar jilid jilid aplikasi pmm wajibin biar liat kepake ujung cuan cuan cuan cuan cuan,"['berani', 'nadiem', 'bisa', 'otak', 'atik', 'kurikulum', 'episode', 'merdeka', 'ajar', 'jilid', 'jilid', 'aplikasi', 'pmm', 'wajibin', 'biar', 'liat', 'kepake', 'ujung', 'cuan', 'cuan', 'cuan', 'cuan', 'cuan']",berani nadiem bisa otak atik kurikulum episode merdeka ajar jilid jilid aplikasi pmm wajibin biar lihat pakai ujung cuan cuan cuan cuan cuan,neutral,0.9803841710090637
Karena jaman dulu anak yg sekolah di negeri pasti pinter. Dulu masuk sekolah negeri itu susah pake seleksi untuk semua tingkatan sekolah SD SMP SMA/SMK semua di tes. Tapi semenjak ada kurikulum merdeka semuanya jadi berubah dan yg di ungguli di gembar gembor sekarang malah,karena jaman dulu anak yg sekolah di negeri pasti pinter dulu masuk sekolah negeri itu susah pake seleksi untuk semua tingkatan sekolah sd smp sma smk semua di tes tapi semenjak ada kurikulum merdeka semuanya jadi berubah dan yg di ungguli di gembar gembor sekarang malah,jaman dulu anak sekolah negeri pasti pinter dulu masuk sekolah negeri itu susah pake seleksi untuk semua tingkat sekolah sd smp sma smk semua tes tapi semenjak ada kurikulum merdeka semua jadi ubah yg unggul gembar gembor sekarang malah,"['jaman', 'dulu', 'anak', 'sekolah', 'negeri', 'pasti', 'pinter', 'dulu', 'masuk', 'sekolah', 'negeri', 'itu', 'susah', 'pake', 'seleksi', 'untuk', 'semua', 'tingkat', 'sekolah', 'sd', 'smp', 'sma', 'smk', 'semua', 'tes', 'tapi', 'semenjak', 'ada', 'kurikulum', 'merdeka', 'semua', 'jadi', 'ubah', 'yg', 'unggul', 'gembar', 'gembor', 'sekarang', 'malah']",zaman dulu anak sekolah negeri pasti pintar dulu masuk sekolah negeri itu susah pakai seleksi untuk semua tingkat sekolah sd smp sma smk semua tes tapi semenjak ada kurikulum merdeka semua jadi ubah yang unggul gembar gembor sekarang malah,negative,0.9976997971534729
@raditebepe @fahmifaham Murni kurikulum merdeka ini mah,murni kurikulum merdeka ini mah,murni kurikulum merdeka mah,"['murni', 'kurikulum', 'merdeka', 'mah']",murni kurikulum merdeka mah,neutral,0.9351627230644226
@CNNIndonesia Standar janda nih babib rijik. Eh selera dia kan memang janda firza hussein,standar janda nih babib rijik eh selera dia kan memang janda firza hussein,standar janda babib rijik selera dia memang janda firza hussein,"['standar', 'janda', 'babib', 'rijik', 'selera', 'dia', 'memang', 'janda', 'firza', 'hussein']",standar janda babib rijik selera dia memang janda firza hussein,negative,0.9661632180213928
@vyramari @kegblgnunfaedh Kurikulum Merdeka ini penyempurnaan amburadulnya dari kurikulum K-13 ,kurikulum merdeka ini penyempurnaan amburadulnya dari kurikulum k,kurikulum merdeka sempurna amburadul kurikulum,"['kurikulum', 'merdeka', 'sempurna', 'amburadul', 'kurikulum']",kurikulum merdeka sempurna acak kurikulum,neutral,0.8255584836006165
@stockmapping Iya dasarnya tapi calistung itu di asah di smp dan sma. Kalau gak terasah hilanglah semuanya. Males belajar apalagi karna pasti naik kelas. Coba dengarkan keluhan para guru kurikulum merdeka itu sulit.,iya dasarnya tapi calistung itu di asah di smp dan sma kalau gak terasah hilanglah semuanya males belajar apalagi karna pasti naik kelas coba dengarkan keluhan para guru kurikulum merdeka itu sulit,iya dasar tapi calistung itu asah smp sma kalau gak asah hilang semua males ajar apalagi karna pasti naik kelas coba dengar keluh para guru kurikulum merdeka itu sulit,"['iya', 'dasar', 'tapi', 'calistung', 'itu', 'asah', 'smp', 'sma', 'kalau', 'gak', 'asah', 'hilang', 'semua', 'males', 'ajar', 'apalagi', 'karna', 'pasti', 'naik', 'kelas', 'coba', 'dengar', 'keluh', 'para', 'guru', 'kurikulum', 'merdeka', 'itu', 'sulit']",iya dasar tapi calistung itu asah smp sma kalau tidak asah hilang semua malas ajar apalagi karena pasti naik kelas coba dengar keluh para guru kurikulum merdeka itu sulit,negative,0.9989799857139587
